OBJECTID,Geocoded_Address
13089,"Larsen Rd Green Bay Wisconsin, 54303"
13090,"189 Center Dr Luxemburg Village of Wisconsin, 54217"
13091,"3352 N New Franken Rd Scott Town of Wisconsin, 54229"
13093,"4168 Milltown Rd Howard Village of Wisconsin, 54313"
13094,"3664 N New Franken Rd Scott Town of Wisconsin, 54229"
13095,"111 Ginger Spur Clintonville Wisconsin, 54929"
13096,"7 E 12th St Clintonville Wisconsin, 54929"
13098,"2508 Burmeister Rd Nasewaupee Town of Wisconsin, 54235"
13099,"N5770 Old Lake Rd Wescott Town of Wisconsin, 54166"
13100,"W16137 WI-29 E Morris Town of Wisconsin, 54499"
13101,"347 Louisiana St Sturgeon Bay Wisconsin, 54235"
13102,"111 Congress St Oconto Wisconsin, 54153"
13104,"N4487 Pine Rd Norrie Town of Wisconsin, 54414"
13106,"4476 CR-E Egg Harbor Village of Wisconsin, 54209"
13107,"N3547 Lepinsky Ln Grover Town of Wisconsin, 54157"
13109,"4108 Bluff Cir Gibraltar Town of Wisconsin, 54212"
13110,"3963 Main St Gibraltar Town of Wisconsin, 54212"
13111,"559 N Superior St Antigo Wisconsin, 54409"
13112,"W7852 Moonshine Hill Rd Middle Inlet Town of Wisconsin, 54114"
13113,"800 Van Buren Ave Wausaukee Village of Wisconsin, 54177"
13114,"W10799 Summit Lake Rd Upham Town of Wisconsin, 54485"
13115,"N10210 US-45 Elcho Town of Wisconsin, 54485"
13116,"26158 County Road 1 Zimmerman Minnesota, 55398"
13117,"201 8th Ave S Cold Spring Minnesota, 56320"
13119,"23827 CR-75 St Cloud Minnesota, 56301"
13120,"2004 190th Ave Eureka Town of Wisconsin, 54824"
13121,"25573 MN-23 W Rockville Minnesota, 56301"
13122,"4260 Roosevelt Rd St Cloud Minnesota, 56301"
13123,"5569 386th St North Branch Minnesota, 55056"
13124,"38925 Branch Ave North Branch Minnesota, 55056"
13126,"1732 Cooper Ave S St Cloud Minnesota, 56301"
13127,"539 10th Ave S Waite Park Minnesota, 56387"
13128,"101 14th St S St Cloud Minnesota, 56301"
13129,"392 10th Ave S Waite Park Minnesota, 56387"
13130,"4353 CR-75 N St Cloud Minnesota, 56301"
13131,"6435 Saukview Dr St Cloud Minnesota, 56303"
13133,"209 Duncan St Luck Village of Wisconsin, 54853"
13134,"1438 US-10 W Sauk Rapids Minnesota, 56379"
13135,"182 19th St S Sartell Minnesota, 56377"
13136,"1661 Connecticut Ave S Sartell Minnesota, 56377"
13138,"394 Sunset Ave Sartell Minnesota, 56377"
13139,"4532 US-10 W Sauk Rapids Minnesota, 56379"
13141,"212 Industrial Way E Frederic Village of Wisconsin, 54837"
13143,"491 4th St S Sauk Centre Minnesota, 56378"
13144,"7380 Oak St E Webster Village of Wisconsin, 54893"
13145,"46488 CR-38 Vining Minnesota, 56588"
13148,"1663 10 1/2 St N Wahpeton North Dakota, 58075"
13149,"US-10 E Bluffton Minnesota, 56518"
13150,"34936 180th Ave Erhard Minnesota, 56534"
13151,"3937 Main St Kettle River Minnesota, 55757"
13152,"6248 168th Ave SE Walcott North Dakota, 58077"
13155,"58 NE 5th Ave Pelican Rapids Minnesota, 56572"
13156,"195 NW 8th Ave Pelican Rapids Minnesota, 56572"
13157,"5652 157th Ave SE Walcott North Dakota, 58077"
13159,"1955 159th Ave S Comstock Minnesota, 56525"
13160,"49498 US-59 Detroit Lakes Minnesota, 56501"
13161,"9510 Grand Ave Duluth Minnesota, 55808"
13162,"55 Armory Rd S Cloquet Minnesota, 55720"
13163,"85 Waterview Dr Proctor Minnesota, 55810"
13164,"101 Crosby Rd Cloquet Minnesota, 55720"
13166,"781 County Road 161 Proctor Minnesota, 55810"
13167,"735 E Railroad Ave Proctor Minnesota, 55810"
13168,"28190 Randolph Rd Detroit Lakes Minnesota, 56501"
13169,"943 Rossman Ave Detroit Lakes Minnesota, 56501"
13170,"275 State St W Detroit Lakes Minnesota, 56501"
13172,"898 S 6th St Moorhead Minnesota, 56560"
13173,"774 5th St Audubon Minnesota, 56511"
13174,"627 1st Ave NE Dilworth Minnesota, 56529"
13175,"25653 US-59 Detroit Lakes Minnesota, 56501"
13177,"42541 County Highway 26 Detroit Lakes Minnesota, 56501"
13178,"20386 90th Ave N Hawley Minnesota, 56549"
13179,"28200 Waboose Dr Ponsford Minnesota, 56575"
13180,"28508 Underwood Rd Grand Rapids Minnesota, 55744"
13181,"649 11th Ave SW Grand Rapids Minnesota, 55744"
13182,"967 6th Ave NW Grand Rapids Minnesota, 55744"
13185,"3527 7th Ave E Hibbing Minnesota, 55746"
13186,"421 Jones St Eveleth Minnesota, 55734"
13187,"231 1st St S Virginia Minnesota, 55792"
13188,"837 E Fisher Ave Crookston Minnesota, 56716"
13189,"20 Birchwood Ave Tomahawk Wisconsin, 54487"
13190,"1212 Shield Ave Rice Lake Wisconsin, 54868"
13191,"196 High St Rice Lake Wisconsin, 54868"
13192,"14 E Eau Claire St Rice Lake Wisconsin, 54868"
13193,"Tower Rd Stella Town of Wisconsin, 54501"
13196,"5273N CR-W Winter Village of Wisconsin, 54896"
13197,"W6160 Little Valley Rd Spooner Town of Wisconsin, 54801"
13198,"193 S 4th St Eagle River Wisconsin, 54521"
13200,"632 Old Abe Rd Lac du Flambeau Town of Wisconsin, 54538"
13201,"15837 W 4th St Hayward Wisconsin, 54843"
13202,"N12330 Brooklyn Rd Minong Town of Wisconsin, 54859"
13204,"54682 Cudworth Ave Grand View Town of Wisconsin, 54839"
13206,"5464 S Bellwood Pit Rd Brule Town of Wisconsin, 54820"
13207,"3687 S Welland Ave Parkland Town of Wisconsin, 54874"
13208,"1441 Susquehanna Ave Superior Wisconsin, 54880"
13209,"2800 W Michigan St Duluth Minnesota, 55806"
13211,"999 Partridge St Duluth Minnesota, 55811"
13212,"1214 Woodland Ave Duluth Minnesota, 55803"
13213,"3167 Swan Lake Rd Duluth Minnesota, 55811"
13214,"5397 E Superior St Duluth Minnesota, 55804"
13215,"2832 Moose Mountain Dr Duluth Minnesota, 55804"
13216,"5288 Rice Lake Rd Duluth Minnesota, 55803"
13217,"196 Central Ave Knife River Minnesota, 55609"
13218,"2476 E Pioneer Rd Duluth Minnesota, 55804"
13221,"312 Fort Peck Tower Hill Rd Fort Peck Montana, 59223"
13222,"4994 153rd Ave NW Williston North Dakota, 58801"
13223,"7452 51st St NW Palermo North Dakota, 58769"
13226,"601 2nd Ave S Glasgow Montana, 59230"
13229,"6091 137th Ave NW Williston North Dakota, 58801"
13231,"11494 62nd St NW Ray North Dakota, 58849"
13233,"1320 Mt Highway 24 N Glasgow Montana, 59230"
13234,"67th NW White Earth North Dakota, 58794"
13236,"3489 MT-251 Poplar Montana, 59255"
13237,"199 Main St Medicine Lake Montana, 59247"
13238,"14202 82nd St NW Zahl North Dakota, 58856"
13239,"166 E Reserve Hwy Reserve Montana, 59258"
13240,"179 Peerless Lustre Rd Peerless Montana, 59253"
13241,"255 S Redstone Rd Redstone Montana, 59257"
13243,"101 Main St Flaxville Montana, 59222"
13244,"2640 MT-248 Peerless Montana, 59253"
13245,"146 1st Ave W Turner Montana, 59542"
13247,"171 Raymond Rd Plentywood Montana, 59254"
13250,"34 S 2nd Ave E Ely Minnesota, 55731"
13251,"1446 13th St SE East Grand Forks Minnesota, 56721"
13252,"314 3rd St NW East Grand Forks Minnesota, 56721"
13253,"2192 3rd Ave NW East Grand Forks Minnesota, 56721"
13254,"2287 Sunnyside Ct NW East Grand Forks Minnesota, 56721"
13255,"12820 280th Ave SW Euclid Minnesota, 56722"
13256,"29683 120th St NW Warren Minnesota, 56762"
13257,"114 Wesley St Manlius New York, 13104"
13258,"6435 Jamesville Toll Rd De Witt Town of New York, 13078"
13259,"3098 Staley Rd Grand Island Town of New York, 14072"
13260,"145 Inn Keepers Ln Amherst Town of New York, 14228"
13261,"8131 E Seneca Tpke Manlius Town of New York, 13104"
13262,"17 Prestige Xing Batavia Town of New York, 14020"
13263,"2477 Shears Crossing Ct NE Grand Rapids Twp Michigan, 49525"
13264,"2582 Elmridge Dr NW Walker Michigan, 49534"
13265,"94 Redfield Pkwy Batavia New York, 14020"
13266,"3190 Pratt Rd Batavia Town of New York, 14020"
13267,"1773 3 Mile Rd NE Grand Rapids Michigan, 49505"
13268,"2549 3 Mile Rd NE Grand Rapids Twp Michigan, 49525"
13269,"Ridgewood Village Park Batavia Town of New York, 14020"
13270,"2552 E River Rd Grand Island Town of New York, 14072"
13271,"2890 Walkent Dr NW Walker Michigan, 49544"
13272,"94 Seymour St Tonawanda New York, 14150"
13273,"118 Main St Akron New York, 14001"
13275,"103 S Ellicott Creek Rd Amherst Town of New York, 14228"
13276,"144 Dodge Rd Amherst Town of New York, 14068"
13277,"3499 Salerno Dr NE Grand Rapids Michigan, 49525"
13278,"465 Tremont St North Tonawanda New York, 14120"
13279,"743 Mile Square Rd Mendon Town of New York, 14534"
13280,"1762 4 Mile Rd NE Grand Rapids Twp Michigan, 49525"
13286,"3647 Erie Blvd E De Witt Town of New York, 13214"
13288,"184 Landings Dr Amherst Town of New York, 14228"
13289,"98 Riverton Way Henrietta Town of New York, 14586"
13290,"4425 Ambrose Ave NE Plainfield Twp Michigan, 49525"
13291,"4578 Tabor Rd NW Alpine Twp Michigan, 49321"
13292,"1499 E Washington St Syracuse New York, 13210"
13293,"5156 W Henrietta Rd Henrietta Town of New York, 14586"
13294,"71 Goodburlet Rd Henrietta Town of New York, 14467"
13295,"626 Park Ave Syracuse New York, 13204"
13296,"858 Pittsford Victor Rd Perinton Town of New York, 14534"
13297,"419 W Division St Syracuse New York, 13204"
13299,"7322 Liberty Dr Wheatfield Town of New York, 14304"
13300,"  Syracuse NY, 13209"
13301,"Ford Rd Elba New York, 14058"
13302,"1484 Calkins Rd Henrietta Town of New York, 14534"
13303,"6509 Palmyra Rd Perinton Town of New York, 14450"
13304,"5963 Robin Hl NE Cannon Twp Michigan, 49306"
13305,"318 N Highland Ave De Witt Town of New York, 13057"
13307,"5934 Palmyra Rd Perinton Town of New York, 14450"
13308,"431 Ripplebrook Ln Minoa New York, 13116"
13310,"106 24th St Niagara Falls New York, 14303"
13311,"Lattimore Pl Henrietta Town of New York, 14623"
13313,"1325 100th St Niagara Falls New York, 14304"
13314,"95 Willowbend Dr Chili Town of New York, 14624"
13315,"19 Schoen Pl Pittsford New York, 14534"
13317,"2531 Lemoyne Ave Salina Town of New York, 13211"
13318,"1373 Fairport Rd Perinton Town of New York, 14450"
13319,"W Campus Dr Pittsford Town of New York, 14618"
13320,"3233 Chili Ave Chili Town of New York, 14624"
13322,"455 Iola Cir Rochester New York, 14620"
13323,"83 Duane Ave Niagara Falls New York, 14305"
13324,"43 S Lincoln St Rockford Michigan, 49341"
13325,"1305 Cold Springs Rd Salina Town of New York, 13090"
13326,"59 Courtland St Rockford Michigan, 49341"
13327,"9027 Wolverine Blvd NE Rockford Michigan, 49341"
13328,"I-190 N Niagara Town of New York, 14305"
13330,"302 Glen Ellyn Way Brighton Town of New York, 14618"
13331,"397 Sandra Ln North Syracuse New York, 13212"
13334,"1038 Northland Dr NE Algoma Twp Michigan, 49341"
13335,"380 Goodman St S Rochester New York, 14607"
13336,"157 Tremont St Rochester New York, 14608"
13338,"726 Upper Mountain Rd Lewiston Town of New York, 14092"
13340,"54 Shepard Rd Ogden Town of New York, 14624"
13341,"24 E Genesee St Baldwinsville New York, 13027"
13342,"313 Knob St Sparta Michigan, 49345"
13343,"8033 Plainville Rd Lysander Town of New York, 13137"
13344,"2048 Main St E Rochester New York, 14609"
13346,"44 Jay St Rochester New York, 14608"
13348,"264 Burrows St Rochester New York, 14606"
13350,"148 S 8th St Lewiston New York, 14092"
13351,"134 East Ave Lockport New York, 14094"
13352,"5097 Lola Dr Clay Town of New York, 13041"
13353,"8504 14 Mile Rd NE Courtland Twp Michigan, 49319"
13354,"1288 Lexington Ave Rochester New York, 14606"
13355,"50 Nicole Dr Spencerport New York, 14559"
13356,"8584 Osborne Dr Cicero Town of New York, 13039"
13357,"359 N Park Dr Irondequoit Town of New York, 14609"
13358,"6266 Alabama Path Cicero Town of New York, 13039"
13360,"9440 Mountain Rd Royalton Town of New York, 14105"
13361,"15 Medley Centre Pkwy Irondequoit Town of New York, 14622"
13362,"149 Christian Ave Rochester New York, 14615"
13363,"644 Ridge Rd Webster Town of New York, 14580"
13365,"486 Center Place Dr Greece Town of New York, 14615"
13366,"85 Townhome Ter Brockport New York, 14420"
13367,"23 Cooper Rd Irondequoit Town of New York, 14617"
13368,"36 Main St Middleport New York, 14105"
13370,"16 Elmgrove Rd Greece Town of New York, 14626"
13373,"9265 Shuba Rd Lysander Town of New York, 13069"
13374,"281 Haviland Park Greece Town of New York, 14616"
13377,"500 Jennifer Ln Webster Town of New York, 14580"
13379,"198 Horizon Park Dr Clarkson Town of New York, 14420"
13380,"160 Denise Rd Rochester New York, 14612"
13381,"90 River St Rochester New York, 14612"
13382,"20 S Main St Albion New York, 14411"
13387,"15416 RT-104 Sterling Town of New York, 13111"
13391,"361 Curtis Rd Parma Town of New York, 14468"
13392,"1325 RT-104A Sterling Town of New York, 13156"
13393,"1918 Hess Rd Newfane Town of New York, 14008"
13396,"4702 Fashion Square Blvd Saginaw Twp Michigan, 48604"
13398,"22380 RT-177 Rodman Town of New York, 13682"
13405,"I-81 N Orleans Town of New York, 13640"
13406,"204 S Union St Traverse City Michigan, 49684"
13407,"199 W State St Traverse City Michigan, 49684"
13408,"2942 Oneida St Paris Town of New York, 13456"
13410,"3481 Putts Hill Rd German Flatts Town of New York, 13407"
13411,"I-90 W Little Falls Town of New York, 13365"
13412,"2024 RT-5S Danube Town of New York, 13365"
13414,"139 Park Ave Herkimer New York, 13350"
13417,"298 Williams St Frankfort New York, 13340"
13418,"Northern Pines Blvd Milton Town of New York, 12020"
13419,"410 Folts Rd Herkimer Town of New York, 13350"
13421,"34 College St Clinton New York, 13323"
13423,"515 Higby Rd New Hartford Town of New York, 13413"
13424,"113 N Main St Gloversville New York, 12078"
13427,"239 Washington St Saratoga Springs New York, 12866"
13428,"3 Sangertown Sq New Hartford Town of New York, 13413"
13429,"1208 Kossuth Ave Utica New York, 13501"
13430,"Judd Rd New Hartford Town of New York, 13413"
13431,"304 Pitcher St Utica New York, 13501"
13432,"2164 Dwyer Ave Utica New York, 13501"
13434,"99 Standish Rd Saratoga Springs New York, 12866"
13437,"Perimeter Rd Greenfield Town of New York, 12866"
13438,"43 S Main St Dolgeville New York, 13329"
13439,"I-90 W Utica New York, 13502"
13443,"289 Leland Ave Utica New York, 13502"
13445,"5394 Willow Pl Verona Town of New York, 13478"
13448,"5500 Grace Rd Deerfield Town of New York, 13502"
13450,"3571 Main St Manchester Vermont, 05255"
13451,"Wright Ave Marcy Town of New York, 13403"
13453,"5696 Hoag Rd Rome New York, 13440"
13455,"20 Forest Dr Northumberland Town of New York, 12831"
13456,"65 Corinth Mountain Rd Wilton Town of New York, 12831"
13458,"4471 RT-49 Verona Town of New York, 13440"
13459,"28 Main St Argyle New York, 12809"
13461,"48 CR-43 Argyle Town of New York, 12809"
13462,"119 Remsen Rd Barneveld New York, 13304"
13466,"114 Main St Hudson Falls New York, 12839"
13467,"5567 School St Lee Town of New York, 13363"
13468,"22 Hudson Ave Glens Falls New York, 12801"
13469,"317 Warren St Glens Falls New York, 12801"
13473,"  Taberg NY, 13471"
13474,"5006 State Route 149 Hartford Town of New York, 12832"
13476,"  Camden NY, 13316"
13477,"11073 Taberg Florence Rd Florence Town of New York, 13316"
13479,"172 Ellsworth Rd Lake George Town of New York, 12845"
13480,"82 George St Fort Ann New York, 12827"
13482,"12166 Woodhull Rd Forestport Town of New York, 13338"
13484,"11770 State Route 22 Fort Ann Town of New York, 12821"
13485,"795 Diamond Point Rd Lake George Town of New York, 12824"
13486,"1488 Pilot Knob Rd Fort Ann Town of New York, 12844"
13487,"10591 Woodgate Rd Forestport Town of New York, 13494"
13492,"90 Broadway Whitehall New York, 12887"
13493,"99 Green Isle Ln Bolton Town of New York, 12814"
13494,"7473 Wildcat Rd Lyonsdale Town of New York, 13433"
13495,"33 Marble St Fair Haven Town of Vermont, 05743"
13502,"305 Highland Ter E Webb Town of New York, 13420"
13504,"80 Decker Hill Rd Hague Town of New York, 12836"
13505,"6314 Nys Route 30 Indian Lake Town of New York, 12842"
13506,"151 Charlie Hill Rd Schroon Town of New York, 12870"
13507,"95 Algonkin St Ticonderoga Town of New York, 12883"
13508,"284 Durant Rd Indian Lake Town of New York, 12812"
13509,"1345 US-9 Schroon Town of New York, 12870"
13512,"1708 Hayes Rd Denmark Town of New York, 13626"
13513,"316 Necessary Dam Rd Webb Town of New York, 13367"
13517,"4 Main St Middlebury Town of Vermont, 05753"
13518,"217 Edgemont Rd Moriah Town of New York, 12960"
13519,"Euphrates River Valley Rd Le Ray Town of New York, 13602"
13520,"43897 RT-3 Wilna Town of New York, 13665"
13533,"55 Old Milk Rd Antrim Town of New Hampshire, 03440"
13547,"192 Spencer Hollow Rd Springfield Town of Vermont, 05156"
13554,"I-91 N Weathersfield Town of Vermont, 05156"
13559,"57 Main St Windsor Town of Vermont, 05089"
13561,"179 Yankee Barn Rd Grantham Town of New Hampshire, 03753"
13562,"1332 Old NH-10 N Grantham Town of New Hampshire, 03753"
13563,"1514 Route 10 N Grantham Town of New Hampshire, 03753"
13567,"283 Lombard Hl Killington Town of Vermont, 05751"
13571,"383 Beede Hill Rd Fremont Town of New Hampshire, 03044"
13575,"98 Long Hill Rd Stratham Town of New Hampshire, 03885"
13576,"165 Constitution Ave Portsmouth New Hampshire, 03801"
13577,"180 Mirona Rd Portsmouth New Hampshire, 03801"
13579,"129 Spinney Rd Portsmouth New Hampshire, 03801"
13580,"16 Walbach St New Castle Town of New Hampshire, 03854"
13581,"1 Rock St Newmarket Town of New Hampshire, 03857"
13582,"13 Saw Hill Rd Hooksett Town of New Hampshire, 03106"
13583,"36 International Dr Portsmouth New Hampshire, 03801"
13584,"54 Staysail Way Portsmouth New Hampshire, 03801"
13585,"166 Portsmouth Blvd Portsmouth New Hampshire, 03801"
13586,"99 Ripley Rd Kittery Town of Maine, 03904"
13587,"Everett Tpke Bow Town of New Hampshire, 03304"
13588,"44 Woodhill Rd Bow Town of New Hampshire, 03304"
13590,"5 Hospital Dr York Town of Maine, 03909"
13591,"77 River Rd Bow Town of New Hampshire, 03304"
13592,"99 Beech Hill Rd Durham Town of New Hampshire, 03824"
13595,"271 Mast Rd Dover New Hampshire, 03820"
13599,"1028 Jewett Rd Hopkinton Town of New Hampshire, 03229"
13600,"198 Watchtower Rd Hopkinton Town of New Hampshire, 03229"
13601,"52 Old Loudon Rd Concord New Hampshire, 03301"
13602,"62 Old Loudon Rd Concord New Hampshire, 03301"
13604,"218 Main St South Berwick Town of Maine, 03908"
13606,"12 Elm St Somersworth New Hampshire, 03878"
13609,"123 Rochester Hill Rd Rochester New Hampshire, 03867"
13611,"18 Allen St Rochester New Hampshire, 03867"
13612,"1814 Post Rd Wells Town of Maine, 04090"
13616,"22 Spring St Kennebunkport Town of Maine, 04046"
13619,"192 Governors Rd Rochester New Hampshire, 03867"
13625,"75 Franklin St Franklin New Hampshire, 03235"
13627,"17 Prospect St Tilton Town of New Hampshire, 03276"
13628,"11 Mark Rd Franklin New Hampshire, 03235"
13629,"74 Water St Sanford Town of Maine, 04083"
13630,"403 Main St Sanford Town of Maine, 04083"
13631,"152 March Rd Sanbornton Town of New Hampshire, 03269"
13633,"RT-16 Milton Town of New Hampshire, 03851"
13634,"407 Main St Saco Maine, 04072"
13635,"1131 New County Rd Dayton Town of Maine, 04005"
13636,"1139 Shapleigh Corner Rd Shapleigh Town of Maine, 04076"
13637,"16 Sullivan Farm Rd Scarborough Town of Maine, 04074"
13638,"176 S Main St Wolfeboro Town of New Hampshire, 03894"
13640,"198 Amandas Way Hollis Town of Maine, 04042"
13641,"Killington Rd Killington Town of Vermont, 05751"
13642,"Killington Rd Killington Town of Vermont, 05751"
13644,"10 Central St Woodstock Vermont, 05091"
13645,"27 Weathervane Dr Lebanon New Hampshire, 03784"
13646,"235 E Mountain Rd Killington Town of Vermont, 05751"
13648,"292 Sykes Mountain Ave Hartford Town of Vermont, 05001"
13651,"73 S Main St Hanover Town of New Hampshire, 03755"
13652,"97 Rope Ferry Rd Hanover Town of New Hampshire, 03755"
13657,"10 Kent St Northfield Vermont, 05663"
13659,"52 S Court St Haverhill Town of New Hampshire, 03785"
13663,"I-91 S Ryegate Town of Vermont, 05042"
13665,"3 S Main St Barre Vermont, 05641"
13666,"46 Auditorium Hl Barre Vermont, 05641"
13667,"457 N Main St Barre Vermont, 05641"
13668,"2924 McCullough Tpke Buels Gore Town of Vermont, 05487"
13669,"819 Roundwood Dr Scarborough Town of Maine, 04074"
13670,"55 Gannett Dr South Portland Maine, 04106"
13671,"367 Gorham Rd South Portland Maine, 04106"
13675,"74 Main St Meredith Town of New Hampshire, 03253"
